player,team,position,games_played,current_points,avg_points_per_game,points_per_90,total_goal_involvement,recent_form_3_games,consistency,projected_simple,projected_form,projected_efficiency,projected_expected,final_projection,value_rating,value,points_per_million
Harry Maguire,MUN,DEF,9,39,4.33,9.23,3,4.33,5.0,164.54,164.66666666666666,350.74,44.15555555555556,199.12811111111114,14.034416473003963,6.284642312177116,31.684875800374627
Ryan Gravenberch,LIV,MID,9,63,7.0,7.11,7,4.0,5.27,266.0,179.0,270.18,80.14222222222222,198.83055555555558,10.568528189931241,8.333183914203,23.860094485214788
Ismaïla Sarr,CRY,MID,9,49,5.44,6.27,5,6.67,4.98,206.72000000000003,242.33333333333334,238.26,94.49777777777778,195.45277777777778,9.053383749086022,9.562540085055284,20.43942049280809
Michael Keane,EVE,DEF,9,50,5.56,5.92,3,5.33,4.42,211.27999999999997,204.66666666666666,224.96,66.24000000000001,194.46533333333335,7.6236036226018475,11.298589642938209,17.21146970364369
Martin Ødegaard,ARS,MID,9,15,1.67,16.28,3,1.67,1.8,63.459999999999994,63.333333333333336,618.6400000000001,30.08,193.87833333333336,11.324105130126755,7.583465862617952,25.565926826286656
Archie Gray,TOT,MID,9,2,0.22,20.0,0,0.0,0.44,8.36,2.0,760.0,2.0,193.09,14.551242100719271,5.877627612189538,32.85168995728023
Ilia Gruev,LEE,MID,9,2,0.22,20.0,0,0.0,0.44,8.36,2.0,760.0,2.0,193.09,7.47857941052288,11.43623376419596,16.884055011582344
Marc Guéhi,CRY,DEF,9,51,5.67,5.67,6,4.67,1.8,215.46,186.33333333333334,215.46,84.25333333333333,192.91433333333336,17.96694096804042,4.755899915206706,40.56316086814638
Myles Lewis-Skelly,ARS,DEF,9,6,0.67,16.79,0,0.67,0.5,25.46,25.333333333333332,638.02,6.0,191.07366666666667,7.929452215169854,10.673331602762051,17.901970422920293
Benjamin Sesko,MUN,FWD,9,47,5.22,5.71,5,6.0,3.8,198.35999999999999,221.0,216.98,90.56444444444443,190.81241666666668,20.084915862076063,4.208031345795873,45.34481827406111
Pape Matar Sarr,TOT,MID,9,23,2.56,14.57,4,2.0,2.65,97.28,81.0,553.66,28.155555555555555,190.02388888888888,8.647212267956114,9.733621018452943,19.52242526482618
Jurriën Timber,ARS,DEF,9,44,4.89,4.92,2,6.33,4.2,185.82,227.66666666666666,186.96,84.85777777777778,188.45872222222224,17.182701618104566,4.858107769397254,38.79261868363294
Lesley Ugochukwu,BUR,MID,9,26,2.89,10.49,3,6.0,3.98,109.82000000000001,200.0,398.62,37.08444444444444,186.38111111111112,8.116490498192752,10.171288266394185,18.324238408119065
Jarrod Bowen,WHU,FWD,9,53,5.89,5.89,5,4.33,3.69,223.82,178.66666666666666,223.82,76.45777777777778,184.47566666666665,19.932995288458514,4.099292192670004,45.001833974296815
Nico O'Reilly,MCI,DEF,9,45,5.0,5.21,1,6.0,2.87,190.0,219.0,197.98,60.20888888888889,183.47694444444446,14.05273682334206,5.783129760470093,31.72623683780704
Jérémy Doku,MCI,MID,9,49,5.44,6.95,8,4.0,4.39,206.72000000000003,165.0,264.1,96.6888888888889,183.12722222222223,17.43238398291983,4.653058099634167,39.35631541686962
Daniel Muñoz Mejía,CRY,DEF,9,41,4.56,4.56,4,6.67,3.28,173.27999999999997,234.33333333333334,173.27999999999997,79.28,181.54766666666666,6.719222122211499,11.967791776456387,15.169687947263247
Trai Hume,SUN,DEF,9,45,5.0,5.03,1,6.0,3.04,190.0,219.0,191.14000000000001,53.120000000000005,179.6465,13.424746027560191,5.92727439884003,30.308450041583512
Hannibal Mejbri,BUR,MID,9,6,0.67,17.59,0,0.33,0.5,25.46,15.666666666666666,668.42,8.062222222222221,179.4022222222222,17.56637957114182,4.523638656147521,39.65883127698953
Granit Xhaka,SUN,MID,9,51,5.67,5.67,5,5.67,2.6,215.46,215.33333333333334,215.46,69.43111111111111,178.92111111111112,6.636425609872178,11.941797622883808,14.982761956059989
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,TOT,MID,9,49,5.44,5.44,4,6.33,3.54,206.72000000000003,232.66666666666666,206.72000000000003,62.791111111111114,177.22444444444446,13.456773884772483,5.8334438197724925,30.38075790560306
Mohammed Kudus,TOT,MID,9,49,5.44,5.47,8,5.33,4.25,206.72000000000003,203.66666666666666,207.85999999999999,90.11555555555556,177.09055555555557,11.889453502511419,6.59744621899068,26.842288618557017
Marcos Senesi Barón,BOU,DEF,9,48,5.33,5.41,3,3.67,3.04,202.54,154.33333333333331,205.58,76.61333333333334,175.74333333333337,6.91652357179909,11.254685123388573,15.615126625632364
Mikel Merino Zazón,ARS,MID,9,26,2.89,11.95,3,2.67,2.42,109.82000000000001,103.33333333333333,454.09999999999997,35.53777777777778,175.6977777777778,15.274399220745796,5.095003447605866,34.484329517056146
