player,team,position,games_played,current_points,avg_points_per_game,points_per_90,total_goal_involvement,recent_form_3_games,consistency,projected_simple,projected_form,projected_efficiency,projected_expected,final_projection,value_rating,value,points_per_million
Dan Burn,NEW,DEF,9,48,5.33,5.33,2,4.33,4.85,202.54,173.66666666666666,202.54,50.19111111111111,172.9578888888889,8.36665289781751,9.156531096436623,18.889018894524106
Federico Chiesa,LIV,MID,9,20,2.22,12.15,4,3.0,2.44,84.36000000000001,107.0,461.7,33.92,171.74499999999998,8.951889836007346,8.497902116301015,20.21028221430697
Robin Roefs,SUN,GK,9,55,6.11,6.11,0,6.33,4.01,232.18,238.66666666666666,232.18,55.38666666666666,170.643,14.036010482236314,5.385017820007873,31.68847452388756
Joško Gvardiol,MCI,DEF,9,44,4.89,5.09,2,4.67,4.37,185.82,179.33333333333334,193.42,55.471111111111114,168.86222222222221,14.005024803384522,5.340611283572406,31.61851953944643
Jan Paul van Hecke,BHA,DEF,9,40,4.44,4.44,2,6.0,3.84,168.72000000000003,214.0,168.72000000000003,46.57333333333334,164.45366666666672,6.378714678589251,11.41964847640468,14.400939486575396
Tanaka Ao,LEE,MID,9,8,0.89,14.84,0,1.0,0.33,33.82,37.0,563.92,9.03111111111111,160.9427777777778,9.246011788072241,7.71008917166822,20.87430822060841
Rúben dos Santos Gato Alves Dias,MCI,DEF,9,40,4.44,4.44,0,5.67,3.09,168.72000000000003,204.33333333333334,168.72000000000003,42.32,160.62566666666672,13.48438485340518,5.2762595973840725,30.443093957375343
Santiago Ignacio Bueno,WOL,DEF,9,39,4.33,4.33,3,4.67,5.77,164.54,174.33333333333334,164.54,73.28444444444445,158.59188888888892,8.860290264762163,7.928214162243165,20.003481949838978
Leandro Trossard,ARS,MID,9,30,3.33,6.87,2,5.0,2.6,126.54,175.0,261.06,70.21333333333334,158.20333333333335,11.1315634544252,6.295088130112674,25.131234077020252
Yankuba Minteh,BHA,MID,9,45,5.0,5.4,6,3.0,2.74,190.0,132.0,205.20000000000002,102.35555555555555,157.3888888888889,6.980281910183285,9.987193349030203,15.759070981055153
Eddie Nketiah,CRY,FWD,9,17,1.89,10.72,3,2.0,1.62,71.82,75.0,407.36,45.09777777777778,157.3104166666667,7.5709255628572585,9.203454215370854,17.092540798860036
Moisés Caicedo Corozo,CHE,MID,9,47,5.22,5.33,3,4.33,4.24,198.35999999999999,172.66666666666666,202.54,54.733333333333334,157.075,10.794701065263226,6.445235631732495,24.370714893130735
Sávio Moreira de Oliveira,MCI,MID,9,21,2.33,9.8,1,3.67,1.58,88.54,127.33333333333333,372.40000000000003,31.955555555555556,155.0572222222222,6.3976822405882965,10.735238187271406,14.443761704893607
Mason Mount,MUN,MID,9,28,3.11,7.91,2,4.67,3.98,118.17999999999999,163.33333333333334,300.58,36.50666666666667,154.64999999999998,7.146697820892646,9.584883881200785,16.134780756532816
Iliman Ndiaye,EVE,MID,9,41,4.56,4.74,4,4.33,2.13,173.27999999999997,166.66666666666666,180.12,95.90666666666667,153.9933333333333,13.13974352275091,5.191075944813983,29.66501260440556
Malick Thiaw,NEW,DEF,9,40,4.44,4.58,0,4.0,3.09,168.72000000000003,156.0,174.04,59.20444444444445,153.44022222222225,9.621357949508397,7.063910653959772,21.72171049986444
Armando Broja,BUR,FWD,9,6,0.67,13.65,0,0.67,0.5,25.46,25.333333333333332,518.7,6.0,151.067,5.924456269326172,11.294407622400596,13.375380546774627
